26.1454233509234;-40.0798063213377;1
25.2144944831796;-40.9936522836767;1
24.3767465345453;-40.4410869583679;1
21.5751461645473;-40.9114182930959;1
23.1557323472368;-40.1519481233097;1
22.5605431816357;-40.271803704217;1
5.33240375822987;-41.5981294734395;1
4.35246302483252;-40.319185084812;1
-4.57877614282946;-41.2377012806189;1
-5.68821705676998;-40.0873595616256;1
-5.13355224166697;-40.4880216673426;1
-5.80518176583815;-44.6177594711155;1
-5.40789724113787;-44.2145085447535;1
-5.11027728911037;-43.2376994393941;1
-4.97082929824052;-42.4214712914179;1
-5.2884660732413;-42.6567100326795;1
-9.54616166630115;-48.6500861303183;1
-20.2459449089346;-40.2560998267755;1
-18.5717866516541;-40.9737954898615;1
-18.5546454920222;-40.988303027576;1
-14.0527114942915;-46.0390730975378;1
-13.435358201822;-45.9676563162206;1
-6.53960104870591;-49.9995044153181;1
-7.63828867936427;-49.0771530797133;1
-8.66891721201544;-49.8535296832461;1
-12.9019806268169;-40.2466030932249;1
-13.0452117617453;-40.3070806433945;1
-24.840986567941;-40.6429250261946;1
-25.2966710810068;-41.5506126226627;1
-28.7628184066912;-40.6993852605575;1
-28.8487154798809;-40.5519538468458;1
-27.8337704938994;-40.1919681672901;1
-28.0322667015867;-40.3878728581536;1
-27.0991037493102;-40.1874780236685;1
-26.8005818486216;-40.1502551977291;1
-12.4652168352461;-49.4060648649028;1
-11.9317423654402;-49.1368146283258;1
-12.164644357825;-47.633997186848;1
-10.9849373628315;-48.9981692000284;1
-11.8392437053096;-48.2023683042276;1
-11.3994893903842;-48.5808338078581;1
-12.8892856756641;-48.2825564445381;1
-13.2067574668707;-47.3942461132045;1
-9.63235336338745;-41.5668852634574;1
-10.1195556764116;-40.7715695075558;1
-10.0594237912723;-40.7490196501599;1
-10.2215364203889;-40.0325078424218;1
-10.2983226162839;-40.2088331245858;1
-7.80199873158801;-42.3162786533666;1
-7.58640729709827;-41.7221559266197;1
-7.82150853323821;-41.9498120443662;1
-8.58153084226955;-40.4484610354753;1
-8.50850471225963;-40.9389193546674;1
-7.10585831529734;-40.6097887086728;1
-7.70378157389526;-40.7270632827315;1
-14.3362606336997;-43.1810113290236;1
-14.5106891284281;-43.7154682789536;1
-14.7257961447936;-43.4481384854057;1
-20.6432346024752;-46.8414769912332;1
-11.6044415075353;-41.3779528259197;1
-11.2275390053296;-41.8043357980458;1
-12.0010631354531;-42.5215050915822;1
-12.8054974893134;-42.0796145368738;1
-13.1162997442839;-41.7544540817637;1
-13.215061641864;-41.6773086281853;1
-11.6933899008173;-45.0016661849812;1
-10.7166559159368;-46.3200853375346;1
-11.5730123322331;-46.4654156083546;1
-11.6807727057863;-45.9040332240537;1
-11.2440646259319;-45.8943479861572;1
-13.007647871509;-43.2719594022594;1
-12.992727888279;-43.6216093523528;1
-12.268100931434;-44.2357852562497;1
-11.8297576819685;-43.773654854751;1
-9.50599209382478;-46.8665607212421;1
-10.683142496591;-44.0754113365316;1
-8.70449137813621;-43.2597777681704;1
-9.25890889915587;-42.888321286481;1
-10.2353664768093;-42.9415585254047;1
-9.81703840187613;-43.2264417750884;1
-10.3526433279517;-44.9895317689467;1
-9.69620927222828;-43.9953548945465;1
-9.79577155774262;-44.4635369463188;1
-7.51688005287055;-45.1803828380911;1
-8.39759383275993;-44.9625142453995;1
-8.35657743660574;-44.9829621962192;1
-5.8652680534242;-46.1668589739906;1
-6.25408629712373;-46.5462007264356;1
-9.39185923868411;-45.4515711569467;1
-9.10655146423101;-45.7730059818239;1
-8.12737795437099;-46.4697804378671;1
-8.12415578315228;-46.0230113128307;1
-7.21773652230284;-46.181662923741;1
-7.41339375144495;-46.9599888506159;1
-7.87789390323585;-47.5996261544524;1
